TSNE1,TSNE2
50.9443,-40.715866
-25.584642,32.292065
-17.108263,-30.704468
-57.40373,19.37203
43.20861,73.38278
-17.047586,-58.395306
7.743506,-27.55605
16.57956,-55.790585
9.454957,-104.00765
60.164513,-34.166885
38.93174,-31.307835
8.57625,-2.8385649
22.674496,33.02715
-36.465885,-42.476597
-25.524908,-39.76225
17.883997,-13.073415
62.44978,33.69359
21.69117,-45.263905
56.651264,26.657852
-10.751406,-28.699974
-59.4585,19.087717
-2.3428278,-7.0558133
50.61523,-48.8086
-27.067474,-39.106125
33.867176,-51.635742
61.314075,24.707186
-29.237305,19.335184
-40.53094,29.671356
15.519894,-15.853253
-6.327833,0.7751281
11.782382,55.443348
2.7951992,1.8160886
7.177126,10.301471
-36.38812,37.83786
-7.6485796,-12.572654
-17.820572,-12.061514
-0.4380866,-43.31603
23.140188,-8.991876
-41.63666,41.379086
-30.362486,1.9922539
8.149088,29.80447
-28.632437,30.705912
-11.268931,-61.04038
6.1026287,34.001785
-0.6017704,-86.80465
-20.097593,23.206861
-58.515087,30.227715
-40.543755,43.990303
-38.193817,27.41702
-29.945278,-63.428352
-10.076427,8.160607
-18.738539,-53.48457
-55.54723,-37.522717
4.187493,-4.3125815
51.727463,19.597122
1.445693,41.970406
-8.048019,4.073897
28.982056,-66.83595
-62.86089,40.30999
53.356335,39.463913
21.398043,51.729637
6.07001,42.35752
-40.37346,47.38978
9.80505,24.625198
-10.7627,-1.6537476
-31.19303,12.2
-38.742134,61.015858
64.631134,28.09183
0.8813949,-73.84717
-31.497896,4.0904555
-11.336962,3.4708102
32.22331,-35.707783
1.3496295,83.09079
-24.441267,-50.52091
-17.334038,-57.729645
67.92852,10.388034
64.45667,-0.4700387
-81.23983,24.32322
25.308868,27.242315
-50.30177,44.258434
9.697834,31.863989
-18.300829,-65.044136
53.718025,-51.31819
25.115948,-38.242485
-13.7494755,-58.392803
-26.907219,22.03538
-69.87664,16.848635
58.594887,36.000664
4.79986,-75.477455
